Aleph_Number	RL_Number	EADID	URL	
002156039	RL.10691	trent-morseedwardsylvesterpapers	http://library.duke.edu/rubenstein/findingaids/trent-morseedwardsylvesterpapers/
002156040	RL.10692	trent-mortonsamuelgeorge	http://library.duke.edu/rubenstein/findingaids/trent-mortonsamuelgeorge/
002156483	RL.10693	trent-mortonwtgpapers	http://library.duke.edu/rubenstein/findingaids/trent-mortonwtgpapers/
002156484	RL.10694	trent-moseleywh	http://library.duke.edu/rubenstein/findingaids/trent-moseleywh/
002169675	RL.10695	trent-mottvalentinepapers	http://library.duke.edu/rubenstein/findingaids/trent-mottvalentinepapers/
002039165	RL.10708	trent-muirheadarnold	http://library.duke.edu/rubenstein/findingaids/trent-muirheadarnold/
002156485	RL.10709	trent-murchisonroderickimpeypapers	http://library.duke.edu/rubenstein/findingaids/trent-murchisonroderickimpeypapers/
002156486	RL.10710	trent-musgravewilliam	http://library.duke.edu/rubenstein/findingaids/trent-musgravewilliam/
001650941	RL.10711	trent-myersthomas	http://library.duke.edu/rubenstein/findingaids/trent-myersthomas/
002156015	RL.10712	trent-nansenfridtjof	http://library.duke.edu/rubenstein/findingaids/trent-nansenfridtjof/
001651311	RL.10713	trent-napheysgeorgeh	http://library.duke.edu/rubenstein/findingaids/trent-napheysgeorgeh/
003815980	RL.10714	trent-needhamwalter	http://library.duke.edu/rubenstein/findingaids/trent-needhamwalter/
002156016	RL.10716	trent-nelatonauguste	http://library.duke.edu/rubenstein/findingaids/trent-nelatonauguste/
001654889	RL.10700	trent-newportbotanicthomsonianinfirmary	http://library.duke.edu/rubenstein/findingaids/trent-newportbotanicthomsonianinfirmary/
002160523	RL.10715	trent-newtoncharlesdocument	http://library.duke.edu/rubenstein/findingaids/trent-newtoncharlesdocument/
002169677	RL.10717	trent-nightingaleflorencepapers	http://library.duke.edu/rubenstein/findingaids/trent-nightingaleflorencepapers/
001681014	RL.10718	trent-northelisha	http://library.duke.edu/rubenstein/findingaids/trent-northelisha/
002156017	RL.10719	trent-nortonrupertpapers	http://library.duke.edu/rubenstein/findingaids/trent-nortonrupertpapers/
002156014	RL.10720	trent-nortonwilliama	http://library.duke.edu/rubenstein/findingaids/trent-nortonwilliama/
001651313	RL.10721	trent-nothnagelhermann	http://library.duke.edu/rubenstein/findingaids/trent-nothnagelhermann/
002156018	RL.10722	trent-nottjosiahclark	http://library.duke.edu/rubenstein/findingaids/trent-nottjosiahclark/
002169634	RL.10723	trent-nussbaumjn	http://library.duke.edu/rubenstein/findingaids/trent-nussbaumjn/
002156019	RL.10724	trent-okieahowardpapers	http://library.duke.edu/rubenstein/findingaids/trent-okieahowardpapers/
001654891	RL.10725	trent-oliverwilliam	http://library.duke.edu/rubenstein/findingaids/trent-oliverwilliam/
001651314	RL.10726	trent-oliviermletters	http://library.duke.edu/rubenstein/findingaids/trent-oliviermletters/
002156020	RL.10727	trent-olmsteddenison	http://library.duke.edu/rubenstein/findingaids/trent-olmsteddenison/
002164545	RL.10728	trent-ordronauxjohnpapers	http://library.duke.edu/rubenstein/findingaids/trent-ordronauxjohnpapers/
002156021	RL.10729	trent-orfilamatthieujosephbonaventurepapers	http://library.duke.edu/rubenstein/findingaids/trent-orfilamatthieujosephbonaventurepapers/
004196853	RL.10730	trent-osleredwardrevere	http://library.duke.edu/rubenstein/findingaids/trent-osleredwardrevere/
002156022	RL.10731	trent-oslerwilliampapers	http://library.duke.edu/rubenstein/findingaids/trent-oslerwilliampapers/
002156023	RL.10732	trent-owendaviddale	http://library.duke.edu/rubenstein/findingaids/trent-owendaviddale/
002156024	RL.10733	trent-owenrichardpapers	http://library.duke.edu/rubenstein/findingaids/trent-owenrichardpapers/
002156487	RL.10734	trent-oxleyww	http://library.duke.edu/rubenstein/findingaids/trent-oxleyww/
001681011	RL.10707	trent-oyntmentoftobacca	http://library.duke.edu/rubenstein/findingaids/trent-oyntmentoftobacca/
002156488	RL.10735	trent-pagerichardchanningmoore	http://library.duke.edu/rubenstein/findingaids/trent-pagerichardchanningmoore/
002169674	RL.10736	trent-pagetjamespapers	http://library.duke.edu/rubenstein/findingaids/trent-pagetjamespapers/
002156489	RL.10737	trent-pagetstephenpapers	http://library.duke.edu/rubenstein/findingaids/trent-pagetstephenpapers/
002156490	RL.10738	trent-panasph	http://library.duke.edu/rubenstein/findingaids/trent-panasph/
002156491	RL.10739	trent-pancoastjoseph	http://library.duke.edu/rubenstein/findingaids/trent-pancoastjoseph/
002156492	RL.10740	trent-parisetetienne	http://library.duke.edu/rubenstein/findingaids/trent-parisetetienne/
002156493	RL.10741	trent-parkerwillard	http://library.duke.edu/rubenstein/findingaids/trent-parkerwillard/
002160508	RL.10743	trent-parrishjoseph	http://library.duke.edu/rubenstein/findingaids/trent-parrishjoseph/
002156494	RL.10742	trent-parrishjosephdocument	http://library.duke.edu/rubenstein/findingaids/trent-parrishjosephdocument/
002156496	RL.10744	trent-parsonsusherpapers	http://library.duke.edu/rubenstein/findingaids/trent-parsonsusherpapers/
002156495	RL.10745	trent-partridgerichard	http://library.duke.edu/rubenstein/findingaids/trent-partridgerichard/
002156497	RL.10746	trent-pascalisouvierefelix	http://library.duke.edu/rubenstein/findingaids/trent-pascalisouvierefelix/
002147966	RL.10747	trent-pasquierpapers	http://library.duke.edu/rubenstein/findingaids/trent-pasquierpapers/
002156499	RL.10748	trent-pasteurlouispapers	http://library.duke.edu/rubenstein/findingaids/trent-pasteurlouispapers/
002156498	RL.10749	trent-pattisongranvillesharp	http://library.duke.edu/rubenstein/findingaids/trent-pattisongranvillesharp/
002156500	RL.10750	trent-paynealbansmith	http://library.duke.edu/rubenstein/findingaids/trent-paynealbansmith/
001654890	RL.10751	trent-peabodynathaniel	http://library.duke.edu/rubenstein/findingaids/trent-peabodynathaniel/
002156501	RL.10760	trent-peanjulesemile	http://library.duke.edu/rubenstein/findingaids/trent-peanjulesemile/
002158009	RL.10752	trent-pelletanphilippejeandocument	http://library.duke.edu/rubenstein/findingaids/trent-pelletanphilippejeandocument/
001651315	RL.10699	trent-pennsylvaniahospitalphiladelphiapa	http://library.duke.edu/rubenstein/findingaids/trent-pennsylvaniahospitalphiladelphiapa/
002158010	RL.10753	trent-pepperwilliampapers	http://library.duke.edu/rubenstein/findingaids/trent-pepperwilliampapers/
002158011	RL.10754	trent-pepyslucas	http://library.duke.edu/rubenstein/findingaids/trent-pepyslucas/
001651316	RL.10755	trent-peschierjohnletters	http://library.duke.edu/rubenstein/findingaids/trent-peschierjohnletters/
002158012	RL.10756	trent-peterswilhelmchpapers	http://library.duke.edu/rubenstein/findingaids/trent-peterswilhelmchpapers/
004195231	RL.10704	trent-petitionbythecitizensofcripplecreekvirginia	http://library.duke.edu/rubenstein/findingaids/trent-petitionbythecitizensofcripplecreekvirginia/
002169133	RL.10757	trent-petitradelpapers	http://library.duke.edu/rubenstein/findingaids/trent-petitradelpapers/
002169635	RL.10758	trent-pettenkofermaxvonpapers	http://library.duke.edu/rubenstein/findingaids/trent-pettenkofermaxvonpapers/
001654893	RL.10759	trent-pettigrewthomasjoseph	http://library.duke.edu/rubenstein/findingaids/trent-pettigrewthomasjoseph/
002169134	RL.10761	trent-pfeifferrichardfriedrichwilhelmdocument	http://library.duke.edu/rubenstein/findingaids/trent-pfeifferrichardfriedrichwilhelmdocument/
002138486	RL.10698	trent-philadelphiageneralhospitaldocument	http://library.duke.edu/rubenstein/findingaids/trent-philadelphiageneralhospitaldocument/
002196574	RL.10762	trent-phippsjonathanwathen	http://library.duke.edu/rubenstein/findingaids/trent-phippsjonathanwathen/
002158014	RL.10763	trent-physickphilipsyngpapers	http://library.duke.edu/rubenstein/findingaids/trent-physickphilipsyngpapers/
002158013	RL.10764	trent-picassopablopapers	http://library.duke.edu/rubenstein/findingaids/trent-picassopablopapers/
001658317	RL.10765	trent-pierreolivierdocument	http://library.duke.edu/rubenstein/findingaids/trent-pierreolivierdocument/
002158015	RL.10766	trent-pilletclaudemarie	http://library.duke.edu/rubenstein/findingaids/trent-pilletclaudemarie/
002158016	RL.10767	trent-pinelphilippe	http://library.duke.edu/rubenstein/findingaids/trent-pinelphilippe/
002158017	RL.10768	trent-playfairlyonplayfairpapers	http://library.duke.edu/rubenstein/findingaids/trent-playfairlyonplayfairpapers/
002158019	RL.10770	trent-plumerwilliam	http://library.duke.edu/rubenstein/findingaids/trent-plumerwilliam/
002160505	RL.10771	trent-poiseuillejeanleonardmarie	http://library.duke.edu/rubenstein/findingaids/trent-poiseuillejeanleonardmarie/
002158020	RL.10772	trent-polkwilliammecklenburgpapers	http://library.duke.edu/rubenstein/findingaids/trent-polkwilliammecklenburgpapers/
002158021	RL.10773	trent-pommepierre	http://library.duke.edu/rubenstein/findingaids/trent-pommepierre/
002160506	RL.10774	trent-portalantoinepapers	http://library.duke.edu/rubenstein/findingaids/trent-portalantoinepapers/
002164995	RL.10775	trent-postwrightpapers	http://library.duke.edu/rubenstein/findingaids/trent-postwrightpapers/
002158022	RL.10776	trent-potainpierrecarledouard	http://library.duke.edu/rubenstein/findingaids/trent-potainpierrecarledouard/
002158023	RL.10777	trent-potternathaniel	http://library.duke.edu/rubenstein/findingaids/trent-potternathaniel/
002158024	RL.10778	trent-pottsjonathanpapers	http://library.duke.edu/rubenstein/findingaids/trent-pottsjonathanpapers/
002160510	RL.10779	trent-poussel	http://library.duke.edu/rubenstein/findingaids/trent-poussel/
002160509	RL.10780	trent-pouteauclaude	http://library.duke.edu/rubenstein/findingaids/trent-pouteauclaude/
002160511	RL.10781	trent-pouzin	http://library.duke.edu/rubenstein/findingaids/trent-pouzin/
002160512	RL.10782	trent-povallrichard	http://library.duke.edu/rubenstein/findingaids/trent-povallrichard/
002160513	RL.10783	trent-powerdarcypapers	http://library.duke.edu/rubenstein/findingaids/trent-powerdarcypapers/
002160514	RL.10784	trent-pozzisamueljeanpapers	http://library.duke.edu/rubenstein/findingaids/trent-pozzisamueljeanpapers/
002160516	RL.10785	trent-prescottmaryjacksonpapers	http://library.duke.edu/rubenstein/findingaids/trent-prescottmaryjacksonpapers/
002160515	RL.10786	trent-prestonjamespatton	http://library.duke.edu/rubenstein/findingaids/trent-prestonjamespatton/
002160517	RL.10787	trent-priestleywo	http://library.duke.edu/rubenstein/findingaids/trent-priestleywo/
002160518	RL.10788	trent-princerv	http://library.duke.edu/rubenstein/findingaids/trent-princerv/
002164642	RL.10789	trent-pringlejohnpapers	http://library.duke.edu/rubenstein/findingaids/trent-pringlejohnpapers/
002160519	RL.10790	trent-prioleauthomasgrimball	http://library.duke.edu/rubenstein/findingaids/trent-prioleauthomasgrimball/
002160520	RL.10791	trent-proutwilliam	http://library.duke.edu/rubenstein/findingaids/trent-proutwilliam/
002160529	RL.10792	trent-puentefrancisco	http://library.duke.edu/rubenstein/findingaids/trent-puentefrancisco/
001658319	RL.10793	trent-pugnetjfpapers	http://library.duke.edu/rubenstein/findingaids/trent-pugnetjfpapers/
001658320	RL.10794	trent-puzosnicolas	http://library.duke.edu/rubenstein/findingaids/trent-puzosnicolas/
002160521	RL.10795	trent-quackenboshenryf	http://library.duke.edu/rubenstein/findingaids/trent-quackenboshenryf/
002160522	RL.10796	trent-quainrichard	http://library.duke.edu/rubenstein/findingaids/trent-quainrichard/
002169136	RL.10797	trent-radinhermantpapers	http://library.duke.edu/rubenstein/findingaids/trent-radinhermantpapers/
002164993	RL.10798	trent-rafncarlchristianpapers	http://library.duke.edu/rubenstein/findingaids/trent-rafncarlchristianpapers/
001662417	RL.10799	trent-raineyww	http://library.duke.edu/rubenstein/findingaids/trent-raineyww/
002164994	RL.10800	trent-rammstedtwilhelmconrad	http://library.duke.edu/rubenstein/findingaids/trent-rammstedtwilhelmconrad/
002160524	RL.10801	trent-ramsaydaviddocument	http://library.duke.edu/rubenstein/findingaids/trent-ramsaydaviddocument/
002160525	RL.10802	trent-ramsbothamjohn	http://library.duke.edu/rubenstein/findingaids/trent-ramsbothamjohn/
002160526	RL.10803	trent-ranvierl	http://library.duke.edu/rubenstein/findingaids/trent-ranvierl/
002160527	RL.10804	trent-rapoutoussaint	http://library.duke.edu/rubenstein/findingaids/trent-rapoutoussaint/
001662418	RL.10805	trent-rathbunrichard	http://library.duke.edu/rubenstein/findingaids/trent-rathbunrichard/
001662419	RL.10806	trent-ravenelhw	http://library.duke.edu/rubenstein/findingaids/trent-ravenelhw/
002160528	RL.10807	trent-rayisaacpapers	http://library.duke.edu/rubenstein/findingaids/trent-rayisaacpapers/
002160531	RL.10808	trent-reedcharlesbailey	http://library.duke.edu/rubenstein/findingaids/trent-reedcharlesbailey/
002160532	RL.10809	trent-reesedavidmeredith	http://library.duke.edu/rubenstein/findingaids/trent-reesedavidmeredith/
002160533	RL.10810	trent-renwickjames	http://library.duke.edu/rubenstein/findingaids/trent-renwickjames/
002164546	RL.10811	trent-retziusapapers	http://library.duke.edu/rubenstein/findingaids/trent-retziusapapers/
002160534	RL.10812	trent-reynoldsedward	http://library.duke.edu/rubenstein/findingaids/trent-reynoldsedward/
002160504	RL.10813	trent-richardadpapers	http://library.duke.edu/rubenstein/findingaids/trent-richardadpapers/
002160535	RL.10814	trent-richardsonbenjaminwardpapers	http://library.duke.edu/rubenstein/findingaids/trent-richardsonbenjaminwardpapers/
002133866	RL.10815	trent-richerandapapers	http://library.duke.edu/rubenstein/findingaids/trent-richerandapapers/
001662420	RL.10816	trent-richetcharlesletters	http://library.duke.edu/rubenstein/findingaids/trent-richetcharlesletters/
002160536	RL.10817	trent-ricordphpapers	http://library.duke.edu/rubenstein/findingaids/trent-ricordphpapers/
002160537	RL.10818	trent-riddelljohnleonardpapers	http://library.duke.edu/rubenstein/findingaids/trent-riddelljohnleonardpapers/
002164537	RL.10820	trent-ringjohn	http://library.duke.edu/rubenstein/findingaids/trent-ringjohn/
002160503	RL.10821	trent-robert	http://library.duke.edu/rubenstein/findingaids/trent-robert/
001662421	RL.10822	trent-robertsj	http://library.duke.edu/rubenstein/findingaids/trent-robertsj/
001742076	RL.10823	trent-robinsonvictorpapers	http://library.duke.edu/rubenstein/findingaids/trent-robinsonvictorpapers/
002130257	RL.10824	trent-rodgersjohn	http://library.duke.edu/rubenstein/findingaids/trent-rodgersjohn/
002164538	RL.10825	trent-rodneythomas	http://library.duke.edu/rubenstein/findingaids/trent-rodneythomas/
002164539	RL.10826	trent-roeserbernard	http://library.duke.edu/rubenstein/findingaids/trent-roeserbernard/
002160538	RL.10827	trent-rogerhenrilouis	http://library.duke.edu/rubenstein/findingaids/trent-rogerhenrilouis/
002164540	RL.10828	trent-rogersjsmyth	http://library.duke.edu/rubenstein/findingaids/trent-rogersjsmyth/
002169647	RL.10829	trent-rogerstheophilusdocument	http://library.duke.edu/rubenstein/findingaids/trent-rogerstheophilusdocument/
002164676	RL.10830	trent-rollestonhumphrydavypapers	http://library.duke.edu/rubenstein/findingaids/trent-rollestonhumphrydavypapers/
002164541	RL.10831	trent-roosadbstjohn	http://library.duke.edu/rubenstein/findingaids/trent-roosadbstjohn/
002164542	RL.10832	trent-rootjosephpomeroy	http://library.duke.edu/rubenstein/findingaids/trent-rootjosephpomeroy/
002164675	RL.10833	trent-rossronaldpapers	http://library.duke.edu/rubenstein/findingaids/trent-rossronaldpapers/
002164544	RL.10835	trent-rouxfernand	http://library.duke.edu/rubenstein/findingaids/trent-rouxfernand/
002164543	RL.10834	trent-rouxpapers	http://library.duke.edu/rubenstein/findingaids/trent-rouxpapers/
002169131	RL.10836	trent-roylejt	http://library.duke.edu/rubenstein/findingaids/trent-roylejt/
001662422	RL.10837	trent-rushbenjamin	http://library.duke.edu/rubenstein/findingaids/trent-rushbenjamin/
002164673	RL.10838	trent-russellcharlesdocument	http://library.duke.edu/rubenstein/findingaids/trent-russellcharlesdocument/
002164674	RL.10839	trent-rustonthomasdocument	http://library.duke.edu/rubenstein/findingaids/trent-rustonthomasdocument/
002164678	RL.10840	trent-sabatierraphaelbienvenu	http://library.duke.edu/rubenstein/findingaids/trent-sabatierraphaelbienvenu/
002164679	RL.10841	trent-salmonfrederickpapers	http://library.duke.edu/rubenstein/findingaids/trent-salmonfrederickpapers/
002164681	RL.10842	trent-sanarelligiuseppe	http://library.duke.edu/rubenstein/findingaids/trent-sanarelligiuseppe/
002164682	RL.10843	trent-sandwithhumphrypapers	http://library.duke.edu/rubenstein/findingaids/trent-sandwithhumphrypapers/
002164683	RL.10844	trent-satterleers	http://library.duke.edu/rubenstein/findingaids/trent-satterleers/
002164684	RL.10845	trent-saunderswilliam	http://library.duke.edu/rubenstein/findingaids/trent-saunderswilliam/
002164685	RL.10846	trent-sayerjohnlathroppapers	http://library.duke.edu/rubenstein/findingaids/trent-sayerjohnlathroppapers/
002164686	RL.10847	trent-sayrelewisa	http://library.duke.edu/rubenstein/findingaids/trent-sayrelewisa/
002119547	RL.10848	trent-schenckpeterv	http://library.duke.edu/rubenstein/findingaids/trent-schenckpeterv/
002164687	RL.10849	trent-schleichcarlludwig	http://library.duke.edu/rubenstein/findingaids/trent-schleichcarlludwig/
002164688	RL.10850	trent-schombergisaacpapers	http://library.duke.edu/rubenstein/findingaids/trent-schombergisaacpapers/
002164689	RL.10851	trent-schonleinjohannlukas	http://library.duke.edu/rubenstein/findingaids/trent-schonleinjohannlukas/
002164690	RL.10852	trent-schulzefranzeilhard	http://library.duke.edu/rubenstein/findingaids/trent-schulzefranzeilhard/
002164691	RL.10853	trent-schuylerphilipjohn	http://library.duke.edu/rubenstein/findingaids/trent-schuylerphilipjohn/
002164692	RL.10854	trent-searsjohndocument	http://library.duke.edu/rubenstein/findingaids/trent-searsjohndocument/
002164693	RL.10858	trent-seegermainpapers	http://library.duke.edu/rubenstein/findingaids/trent-seegermainpapers/
002164966	RL.10855	trent-semelaignerenepapers	http://library.duke.edu/rubenstein/findingaids/trent-semelaignerenepapers/
002164967	RL.10856	trent-senterisaacdocument	http://library.duke.edu/rubenstein/findingaids/trent-senterisaacdocument/
002164968	RL.10857	trent-sewallthomaspapers	http://library.duke.edu/rubenstein/findingaids/trent-sewallthomaspapers/
002164970	RL.10859	trent-shattuckfrederickcheeverpapers	http://library.duke.edu/rubenstein/findingaids/trent-shattuckfrederickcheeverpapers/
002164969	RL.10860	trent-shecutjohnlew	http://library.duke.edu/rubenstein/findingaids/trent-shecutjohnlew/
002164971	RL.10861	trent-shelmerdinea	http://library.duke.edu/rubenstein/findingaids/trent-shelmerdinea/
002164972	RL.10862	trent-shippenwilliampapers	http://library.duke.edu/rubenstein/findingaids/trent-shippenwilliampapers/
002164973	RL.10863	trent-shortcharleswilkins	http://library.duke.edu/rubenstein/findingaids/trent-shortcharleswilkins/
002169130	RL.10864	trent-shortsorw	http://library.duke.edu/rubenstein/findingaids/trent-shortsorw/
002164974	RL.10865	trent-sicheljpapers	http://library.duke.edu/rubenstein/findingaids/trent-sicheljpapers/
002169636	RL.10866	trent-sieboldeduardcasparjacobvon	http://library.duke.edu/rubenstein/findingaids/trent-sieboldeduardcasparjacobvon/
002164975	RL.10867	trent-sillimanbenjamin	http://library.duke.edu/rubenstein/findingaids/trent-sillimanbenjamin/
001662426	RL.10868	trent-sillwilliamm	http://library.duke.edu/rubenstein/findingaids/trent-sillwilliamm/
002039163	RL.10234	trent-simondevillevieillejacquelinen	http://library.duke.edu/rubenstein/findingaids/trent-simondevillevieillejacquelinen/
002169676	RL.10869	trent-simpsonjamesyoungletters	http://library.duke.edu/rubenstein/findingaids/trent-simpsonjamesyoungletters/
002164977	RL.10871	trent-simsjames	http://library.duke.edu/rubenstein/findingaids/trent-simsjames/
002164978	RL.10870	trent-simsjmarionpapers	http://library.duke.edu/rubenstein/findingaids/trent-simsjmarionpapers/
001662428	RL.10872	trent-singercharles	http://library.duke.edu/rubenstein/findingaids/trent-singercharles/
001662427	RL.10873	trent-smithgraftonelliot	http://library.duke.edu/rubenstein/findingaids/trent-smithgraftonelliot/
002164979	RL.10874	trent-smithjeromevancrowninshield	http://library.duke.edu/rubenstein/findingaids/trent-smithjeromevancrowninshield/
002164980	RL.10875	trent-smithjosephr	http://library.duke.edu/rubenstein/findingaids/trent-smithjosephr/
002164981	RL.10876	trent-smithsouthwood	http://library.duke.edu/rubenstein/findingaids/trent-smithsouthwood/
002164982	RL.10877	trent-smythwg	http://library.duke.edu/rubenstein/findingaids/trent-smythwg/
001662429	RL.10878	trent-spaldinglymanpapers	http://library.duke.edu/rubenstein/findingaids/trent-spaldinglymanpapers/
002164983	RL.10879	trent-spaldingmatthiaspapers	http://library.duke.edu/rubenstein/findingaids/trent-spaldingmatthiaspapers/
002164984	RL.10880	trent-spencercharlesachilles	http://library.duke.edu/rubenstein/findingaids/trent-spencercharlesachilles/
001662430	RL.10881	trent-spiceyfrederick	http://library.duke.edu/rubenstein/findingaids/trent-spiceyfrederick/
002164985	RL.10882	trent-spurzheimjg	http://library.duke.edu/rubenstein/findingaids/trent-spurzheimjg/
002164986	RL.10884	trent-standishmyles	http://library.duke.edu/rubenstein/findingaids/trent-standishmyles/
002164987	RL.10885	trent-startinjames	http://library.duke.edu/rubenstein/findingaids/trent-startinjames/
002164988	RL.10886	trent-stevensalexanderhpapers	http://library.duke.edu/rubenstein/findingaids/trent-stevensalexanderhpapers/
002164990	RL.10887	trent-stirlinggilchristjpapers	http://library.duke.edu/rubenstein/findingaids/trent-stirlinggilchristjpapers/
002164989	RL.10888	trent-stonerobertking	http://library.duke.edu/rubenstein/findingaids/trent-stonerobertking/
001662431	RL.10889	trent-stopesmariecarmichaelletters	http://library.duke.edu/rubenstein/findingaids/trent-stopesmariecarmichaelletters/
001662432	RL.10890	trent-storerdavidhumphreys	http://library.duke.edu/rubenstein/findingaids/trent-storerdavidhumphreys/
002164991	RL.10891	trent-storermalcolm	http://library.duke.edu/rubenstein/findingaids/trent-storermalcolm/
002164992	RL.10892	trent-stringersamuel	http://library.duke.edu/rubenstein/findingaids/trent-stringersamuel/
002138485	RL.10696	trent-stthomasshospitallondonenglanddocument	http://library.duke.edu/rubenstein/findingaids/trent-stthomasshospitallondonenglanddocument/
002164680	RL.10883	trent-stvincentjohnjervispapers	http://library.duke.edu/rubenstein/findingaids/trent-stvincentjohnjervispapers/
002164996	RL.10893	trent-sueppapers	http://library.duke.edu/rubenstein/findingaids/trent-sueppapers/
002164997	RL.10894	trent-swaimwilliam	http://library.duke.edu/rubenstein/findingaids/trent-swaimwilliam/
001681015	RL.10895	trent-swietengerard	http://library.duke.edu/rubenstein/findingaids/trent-swietengerard/
002164999	RL.10896	trent-swiftsamuelpapers	http://library.duke.edu/rubenstein/findingaids/trent-swiftsamuelpapers/
002169135	RL.10897	trent-taitlawsonpapers	http://library.duke.edu/rubenstein/findingaids/trent-taitlawsonpapers/
002169137	RL.10898	trent-tanchoustanislas	http://library.duke.edu/rubenstein/findingaids/trent-tanchoustanislas/
002169138	RL.10899	trent-tardieuambroise	http://library.duke.edu/rubenstein/findingaids/trent-tardieuambroise/
002169139	RL.10900	trent-tarnieretiennestephane	http://library.duke.edu/rubenstein/findingaids/trent-tarnieretiennestephane/
002169140	RL.10901	trent-taylorcharles	http://library.duke.edu/rubenstein/findingaids/trent-taylorcharles/
002169141	RL.10902	trent-taylorgeorgeb	http://library.duke.edu/rubenstein/findingaids/trent-taylorgeorgeb/
001662433	RL.10903	trent-tealetpridgin	http://library.duke.edu/rubenstein/findingaids/trent-tealetpridgin/
002169142	RL.10904	trent-terrade	http://library.duke.edu/rubenstein/findingaids/trent-terrade/
002169143	RL.10905	trent-terrillono	http://library.duke.edu/rubenstein/findingaids/trent-terrillono/
002137045	RL.10906	trent-thackeraywilliammakepeace	http://library.duke.edu/rubenstein/findingaids/trent-thackeraywilliammakepeace/
002169144	RL.10907	trent-thaurauxdocument	http://library.duke.edu/rubenstein/findingaids/trent-thaurauxdocument/
001662434	RL.10908	trent-theorellhugo	http://library.duke.edu/rubenstein/findingaids/trent-theorellhugo/
001662435	RL.10909	trent-thibaultjeancharles	http://library.duke.edu/rubenstein/findingaids/trent-thibaultjeancharles/
002169146	RL.10910	trent-thomashleigh	http://library.duke.edu/rubenstein/findingaids/trent-thomashleigh/
001662443	RL.10911	trent-thomassinjeanfrancois	http://library.duke.edu/rubenstein/findingaids/trent-thomassinjeanfrancois/
002137081	RL.10912	trent-thomastgaillardpapers	http://library.duke.edu/rubenstein/findingaids/trent-thomastgaillardpapers/
002169145	RL.10913	trent-thompsonabrahamrand	http://library.duke.edu/rubenstein/findingaids/trent-thompsonabrahamrand/
002169673	RL.10914	trent-thompsonhenrypapers	http://library.duke.edu/rubenstein/findingaids/trent-thompsonhenrypapers/
002169638	RL.10915	trent-thouretmichelaugustin	http://library.duke.edu/rubenstein/findingaids/trent-thouretmichelaugustin/
002169639	RL.10916	trent-throopamos	http://library.duke.edu/rubenstein/findingaids/trent-throopamos/
002196572	RL.10917	trent-ticknorlutherpapers	http://library.duke.edu/rubenstein/findingaids/trent-ticknorlutherpapers/
001662436	RL.10918	trent-tiedemannfriedrich	http://library.duke.edu/rubenstein/findingaids/trent-tiedemannfriedrich/
002169640	RL.10919	trent-tiemanngeorgedocument	http://library.duke.edu/rubenstein/findingaids/trent-tiemanngeorgedocument/
002169641	RL.10920	trent-tiltonjames	http://library.duke.edu/rubenstein/findingaids/trent-tiltonjames/
002169643	RL.10921	trent-torreyjohnpapers	http://library.duke.edu/rubenstein/findingaids/trent-torreyjohnpapers/
002169642	RL.10922	trent-tracyelishadocument	http://library.duke.edu/rubenstein/findingaids/trent-tracyelishadocument/
002169644	RL.10923	trent-treatmalachi	http://library.duke.edu/rubenstein/findingaids/trent-treatmalachi/
002169645	RL.10925	trent-trevesfrederick	http://library.duke.edu/rubenstein/findingaids/trent-trevesfrederick/
002169646	RL.10926	trent-trousseaua	http://library.duke.edu/rubenstein/findingaids/trent-trousseaua/
002169650	RL.10927	trent-tukedanielhackpapers	http://library.duke.edu/rubenstein/findingaids/trent-tukedanielhackpapers/
002169651	RL.10928	trent-turkwilliam	http://library.duke.edu/rubenstein/findingaids/trent-turkwilliam/
002169652	RL.10929	trent-turnerdawsonpapers	http://library.duke.edu/rubenstein/findingaids/trent-turnerdawsonpapers/
002169653	RL.10930	trent-turneredwardkitchen	http://library.duke.edu/rubenstein/findingaids/trent-turneredwardkitchen/
002169656	RL.10931	trent-turnerpeterpapers	http://library.duke.edu/rubenstein/findingaids/trent-turnerpeterpapers/
002169663	RL.10933	trent-turnerwilliam	http://library.duke.edu/rubenstein/findingaids/trent-turnerwilliam/
002169662	RL.10932	trent-turnerwpapers	http://library.duke.edu/rubenstein/findingaids/trent-turnerwpapers/
002169654	RL.10934	trent-tweedalejohn	http://library.duke.edu/rubenstein/findingaids/trent-tweedalejohn/
002169655	RL.10935	trent-tyndalljohn	http://library.duke.edu/rubenstein/findingaids/trent-tyndalljohn/
002169670	RL.10936	trent-vaihingerhans	http://library.duke.edu/rubenstein/findingaids/trent-vaihingerhans/
001662437	RL.10937	trent-vallisnieriantonioletters	http://library.duke.edu/rubenstein/findingaids/trent-vallisnieriantonioletters/
002169671	RL.10938	trent-vanderburghfederal	http://library.duke.edu/rubenstein/findingaids/trent-vanderburghfederal/
002169664	RL.10939	trent-vaughanbenjamin	http://library.duke.edu/rubenstein/findingaids/trent-vaughanbenjamin/
002169665	RL.10940	trent-vauquelinlouisnicolas	http://library.duke.edu/rubenstein/findingaids/trent-vauquelinlouisnicolas/
001662438	RL.10941	trent-verneuilaristideletters	http://library.duke.edu/rubenstein/findingaids/trent-verneuilaristideletters/
002169666	RL.10942	trent-verneypierre	http://library.duke.edu/rubenstein/findingaids/trent-verneypierre/
002169667	RL.10943	trent-verralcharles	http://library.duke.edu/rubenstein/findingaids/trent-verralcharles/
